id,class,llm_calories,llm_protein,llm_fat,llm_carbs,llm_weight,kcal_from_macros,macro_gap,macro_gap_pct,llm_confidence_ord,llm_calorie_basis,llm_text_readability_ord,llm_portion_difficulty_ord,llm_error_risk_ord,llm_is_single_item,llm_is_mixed_dish,signed_error_pct,abs_error_pct,is_acceptable,kcalories
127,nutrition_label,130.0,0.0,0.0,31.0,,124.0,6.0,4.615384615384616,2,nutrition_table,2,0,0,True,False,0.0,0.0,True,130.0
202,label,150.0,11.3,9.6,16.0,250.0,195.6,-45.599999999999994,-30.399999999999995,2,package_text,3,0,0,True,True,0.0,0.0,True,150.0
204,product,78.0,1.7,1.2,18.7,120.0,92.39999999999999,-14.399999999999991,-18.461538461538453,1,visual_estimate,0,0,0,True,False,-2.5,2.5,True,80.0
206,product,130.0,2.7,0.3,28.0,200.0,125.5,4.5,3.4615384615384617,2,visual_estimate,0,1,1,True,False,0.0,0.0,True,130.0
208,nutrition_label,120.0,5.7,4.8,13.1,,118.4,1.5999999999999943,1.3333333333333286,2,nutrition_table,3,1,0,True,False,0.0,0.0,True,120.0
210,product,142.0,1.76,0.53,36.64,160.0,158.37,-16.370000000000005,-11.528169014084511,2,mixed,3,0,0,True,False,-3.4013605442176873,3.4013605442176873,True,147.0
213,nutrition_label,435.0,6.0,15.0,69.0,100.0,435.0,0.0,0.0,2,nutrition_table,3,1,0,True,False,0.0,0.0,True,435.0
220,product,41.0,0.9,0.2,9.6,,43.8,-2.799999999999997,-6.8292682926829205,2,visual_estimate,0,0,0,True,False,0.0,0.0,True,41.0
224,nutrition_label,128.0,7.0,6.7,10.0,125.0,128.3,-0.30000000000001137,-0.23437500000000888,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,128.0
226,nutrition_label,269.2,13.3,16.0,18.0,270.0,269.2,0.0,0.0,2,nutrition_table,3,0,0,True,True,0.07434944237917793,0.07434944237917793,True,269.0
225,nutrition_label,338.5,6.7,17.7,38.1,100.0,338.5,0.0,0.0,2,nutrition_table,3,0,0,True,False,-0.14749262536873156,0.14749262536873156,True,339.0
227,nutrition_label,179.4,11.4,6.2,19.5,200.0,179.4,0.0,0.0,2,nutrition_table,3,0,0,True,False,0.22346368715084117,0.22346368715084117,True,179.0
233,product,41.0,0.9,0.2,9.6,60.0,43.8,-2.799999999999997,-6.8292682926829205,2,visual_estimate,0,0,0,True,False,0.0,0.0,True,41.0
243,product,67.2,1.68,0.336,16.632,168.0,76.272,-9.072000000000003,-13.500000000000004,2,mixed,3,0,0,True,False,10.163934426229511,10.163934426229511,False,61.0
244,label,397.6,4.4,6.0,77.6,55.0,382.0,15.600000000000023,3.923541247484915,2,package_text,3,0,0,True,False,-0.10050251256280836,0.10050251256280836,True,398.0
245,nutrition_label,459.0,17.1,24.48,42.48,180.0,458.64,0.36000000000001364,0.07843137254902258,2,nutrition_table,3,0,0,True,True,359.0,359.0,False,100.0
260,nutrition_label,217.2,12.9,8.4,22.5,130.0,217.20000000000002,-2.842170943040401e-14,-1.3085501579375695e-14,2,nutrition_table,3,0,0,False,True,0.09216589861750628,0.09216589861750628,True,217.0
261,nutrition_label,182.0,,,,35.0,0.0,182.0,100.0,2,nutrition_table,2,0,0,True,False,-65.06717850287907,65.06717850287907,False,521.0
279,nutrition_label,441.5,10.0,18.3,59.2,200.0,441.5,0.0,0.0,2,nutrition_table,3,1,0,False,False,-0.11312217194570137,0.11312217194570137,True,442.0
262,label,360.1,8.0,15.0,44.9,60.0,346.6,13.5,3.7489586226048317,2,package_text,3,0,0,False,False,0.027777777777784094,0.027777777777784094,True,360.0
280,nutrition_label,365.0,15.2,16.0,40.0,160.0,364.8,0.19999999999998863,0.05479452054794209,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,365.0
265,nutrition_label,174.6,3.3,5.5,28.2,,175.5,-0.9000000000000057,-0.5154639175257765,2,nutrition_table,3,1,0,True,False,-0.22857142857143184,0.22857142857143184,True,175.0
264,label,260.0,11.8,14.2,21.3,110.0,260.2,-0.19999999999998863,-0.07692307692307256,2,package_text,3,0,0,True,False,0.0,0.0,True,260.0
266,label,193.0,9.74,10.63,14.47,210.0,192.51,0.4900000000000091,0.25388601036269903,2,package_text,3,0,0,True,False,0.0,0.0,True,193.0
267,nutrition_label,200.6,8.0,9.0,21.9,180.0,200.6,0.0,0.0,2,nutrition_table,3,0,0,True,True,0.29999999999999716,0.29999999999999716,True,200.0
269,nutrition_label,116.0,2.4,2.9,19.4,30.0,113.29999999999998,2.700000000000017,2.3275862068965663,2,nutrition_table,2,0,0,True,False,0.0,0.0,True,116.0
263,nutrition_label,51.9,,,12.9,450.0,51.6,0.29999999999999716,0.5780346820809193,2,nutrition_table,3,0,0,True,False,-0.19230769230769504,0.19230769230769504,True,52.0
288,label,408.5,6.9,28.1,32.0,150.0,408.5,0.0,0.0,2,nutrition_table,3,0,0,False,True,-0.12224938875305623,0.12224938875305623,True,409.0
281,nutrition_label,294.0,,33.0,53.0,60.0,509.0,-215.0,-73.12925170068027,1,nutrition_table,2,0,0,True,False,67.04545454545455,67.04545454545455,False,176.0
282,nutrition_label,210.0,5.0,9.0,27.0,210.0,209.0,1.0,0.4761904761904762,2,nutrition_table,3,0,0,False,False,0.0,0.0,True,210.0
284,product,250.0,8.0,10.0,30.0,250.0,242.0,8.0,3.2,1,visual_estimate,0,0,1,False,True,66.66666666666666,66.66666666666666,False,150.0
286,nutrition_label,141.0,8.9,3.7,7.3,32.0,98.10000000000001,42.89999999999999,30.42553191489361,2,nutrition_table,2,0,0,True,False,-67.95454545454545,67.95454545454545,False,440.0
300,nutrition_label,405.0,7.9,25.8,35.3,,405.0,0.0,0.0,2,nutrition_table,3,1,0,True,False,0.0,0.0,True,405.0
389,nutrition_label,535.0,11.0,32.0,53.0,36.0,544.0,-9.0,-1.6822429906542056,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,535.0
355,nutrition_label,186.9,11.4,8.9,15.3,150.0,186.90000000000003,-2.842170943040401e-14,-1.5206907132372394e-14,2,nutrition_table,3,0,0,True,False,-0.05347593582887397,0.05347593582887397,True,187.0
357,nutrition_label,202.2,7.0,3.4,35.4,120.0,200.2,2.0,0.9891196834817014,2,nutrition_table,3,1,0,True,False,0.09900990099009338,0.09900990099009338,True,202.0
359,nutrition_label,130.0,4.0,5.0,17.0,100.0,129.0,1.0,0.7692307692307693,2,nutrition_table,2,0,0,False,False,0.0,0.0,True,130.0
378,nutrition_label,430.0,6.5,9.0,81.0,,431.0,-1.0,-0.23255813953488372,2,nutrition_table,2,1,0,True,False,0.0,0.0,True,430.0
367,label,487.7,5.4,24.5,62.1,300.0,490.5,-2.8000000000000114,-0.5741234365388582,2,nutrition_table,3,1,0,False,False,-0.0614754098360679,0.0614754098360679,True,488.0
368,nutrition_label,450.0,3.0,24.0,55.0,100.0,448.0,2.0,0.4444444444444444,2,nutrition_table,3,0,0,False,False,0.0,0.0,True,450.0
361,nutrition_label,40.7,9.3,0.3,0.2,300.0,40.7,0.0,0.0,2,nutrition_table,3,0,0,True,False,-0.7317073170731638,0.7317073170731638,True,41.0
366,nutrition_label,350.0,0.5,2.5,84.0,500.0,360.5,-10.5,-3.0,2,nutrition_table,3,1,0,False,True,0.0,0.0,True,350.0
379,nutrition_label,560.0,6.0,36.0,50.0,85.0,548.0,12.0,2.142857142857143,2,nutrition_table,3,1,0,True,False,0.0,0.0,True,560.0
381,nutrition_label,188.3,5.5,5.3,29.7,160.0,188.5,-0.19999999999998863,-0.10621348911311133,2,nutrition_table,3,0,0,True,True,0.15957446808511241,0.15957446808511241,True,188.0
385,nutrition_label,217.8,11.7,8.6,23.4,130.0,217.79999999999998,2.842170943040401e-14,1.3049453365658405e-14,2,nutrition_table,3,0,0,True,True,-0.09174311926604983,0.09174311926604983,True,218.0
475,nutrition_label,131.0,2.0,0.0,31.0,40.0,132.0,-1.0,-0.7633587786259541,2,nutrition_table,3,0,0,True,False,-59.9388379204893,59.9388379204893,False,327.0
410,nutrition_label,368.3,6.4,25.5,28.3,100.0,368.3,0.0,0.0,2,nutrition_table,3,1,0,False,True,0.08152173913043786,0.08152173913043786,True,368.0
393,label,416.0,2.4,,,42.0,9.6,406.4,97.6923076923077,2,package_text,3,0,0,True,False,0.0,0.0,True,416.0
398,nutrition_label,90.8,9.3,1.2,10.7,100.0,90.8,0.0,0.0,2,nutrition_table,3,0,0,True,False,-0.2197802197802229,0.2197802197802229,True,91.0
401,nutrition_label,326.0,11.1,18.4,29.0,90.0,326.0,0.0,0.0,2,nutrition_table,3,2,0,False,True,0.0,0.0,True,326.0
402,nutrition_label,370.0,6.5,18.0,45.0,60.0,368.0,2.0,0.5405405405405406,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,370.0
405,nutrition_label,381.9,3.1,32.3,19.7,500.0,381.9,0.0,0.0,2,nutrition_table,3,0,0,True,True,-0.02617801047121014,0.02617801047121014,True,382.0
408,nutrition_label,122.0,4.86,3.51,17.82,270.0,122.31,-0.3100000000000023,-0.25409836065573954,2,nutrition_table,3,0,0,True,True,171.11111111111111,171.11111111111111,False,45.0
409,label,193.0,5.3,8.5,21.0,110.0,181.7,11.300000000000011,5.854922279792752,2,package_text,3,0,0,True,False,9.659090909090908,9.659090909090908,True,176.0
414,label,124.0,3.3,4.3,18.1,101.0,124.3,-0.29999999999999716,-0.24193548387096545,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,124.0
415,nutrition_label,120.0,5.7,4.8,13.0,,118.0,2.0,1.6666666666666667,2,nutrition_table,3,1,0,True,False,0.0,0.0,True,120.0
416,nutrition_label,520.0,12.0,32.0,46.0,100.0,520.0,0.0,0.0,2,nutrition_table,3,1,0,False,True,0.0,0.0,True,520.0
417,label,240.0,,14.0,26.0,100.0,230.0,10.0,4.166666666666666,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,240.0
418,nutrition_label,140.9,10.2,2.5,19.4,,140.89999999999998,2.842170943040401e-14,2.0171546792337832e-14,2,nutrition_table,3,1,0,True,False,-0.0709219858155988,0.0709219858155988,True,141.0
426,nutrition_label,191.0,20.0,6.1,4.1,60.0,151.3,39.69999999999999,20.785340314136118,2,nutrition_table,3,0,0,True,False,-40.12539184952978,40.12539184952978,False,319.0
427,nutrition_label,309.0,33.0,8.5,8.0,,240.5,68.5,22.168284789644012,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,309.0
425,nutrition_label,234.3,7.4,10.3,28.0,1000.0,234.3,0.0,0.0,2,nutrition_table,3,0,0,True,False,0.12820512820513305,0.12820512820513305,True,234.0
751,nutrition_label,350.0,6.5,0.2,80.0,70.0,347.8,2.1999999999999886,0.6285714285714253,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,350.0
429,label,140.3,3.7,7.5,14.5,160.0,140.3,0.0,0.0,2,package_text,3,1,0,False,True,0.2142857142857224,0.2142857142857224,True,140.0
432,nutrition_label,269.6,5.1,16.4,25.4,,269.6,0.0,0.0,2,nutrition_table,2,1,0,True,False,-0.14814814814813973,0.14814814814813973,True,270.0
434,nutrition_label,294.0,33.0,9.0,8.0,60.0,245.0,49.0,16.666666666666664,2,nutrition_table,3,0,0,True,False,67.04545454545455,67.04545454545455,False,176.0
435,label,74.3,1.4,4.3,7.5,270.0,74.3,0.0,0.0,2,package_text,3,0,0,True,False,0.40540540540540154,0.40540540540540154,True,74.0
436,nutrition_label,103.0,3.9,2.9,15.2,130.0,102.5,0.5,0.48543689320388345,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,103.0
442,nutrition_label,243.7,8.8,14.9,18.6,140.0,243.70000000000002,-2.842170943040401e-14,-1.1662580808536728e-14,2,nutrition_table,3,0,0,True,True,-0.1229508196721358,0.1229508196721358,True,244.0
447,nutrition_label,127.0,7.0,5.0,18.0,45.0,145.0,-18.0,-14.173228346456693,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,127.0
451,nutrition_label,170.1,11.7,5.3,18.9,130.0,170.1,0.0,0.0,2,nutrition_table,3,0,0,True,False,0.05882352941176136,0.05882352941176136,True,170.0
456,nutrition_label,116.65,3.5,4.05,16.55,50.0,116.65,0.0,0.0,2,nutrition_table,3,0,0,True,False,-49.93562231759656,49.93562231759656,False,233.0
459,label,287.8,10.0,14.6,29.1,125.0,287.8,0.0,0.0,2,nutrition_table,3,0,0,True,True,-0.0694444444444405,0.0694444444444405,True,288.0
461,label,297.1,2.9,0.3,70.7,120.0,297.1,0.0,0.0,2,package_text,3,0,0,True,False,0.03367003367004132,0.03367003367004132,True,297.0
464,nutrition_label,140.0,10.0,6.3,3.3,40.0,109.89999999999999,30.10000000000001,21.500000000000004,2,nutrition_table,3,0,0,True,False,-60.0,60.0,False,350.0
465,nutrition_label,157.0,10.0,6.8,6.4,40.0,126.79999999999998,30.200000000000017,19.235668789808926,2,nutrition_table,3,0,0,True,False,-59.846547314578004,59.846547314578004,False,391.0
468,label,243.6,9.2,12.8,22.9,170.0,243.6,0.0,0.0,2,nutrition_table,3,0,0,True,True,-0.16393442622951052,0.16393442622951052,True,244.0
471,nutrition_label,393.0,17.5,22.9,29.2,165.0,392.90000000000003,0.0999999999999659,0.02544529262085646,2,nutrition_table,3,0,0,True,False,65.12605042016807,65.12605042016807,False,238.0
476,nutrition_label,263.4,10.4,12.6,27.1,,263.4,0.0,0.0,2,nutrition_table,2,1,0,False,True,0.15209125475284307,0.15209125475284307,True,263.0
478,label,342.0,9.4,18.6,34.5,50.0,343.0,-1.0,-0.29239766081871343,2,package_text,3,0,0,True,False,0.0,0.0,True,342.0
481,label,91.0,4.4,0.6,16.9,400.0,90.6,0.4000000000000057,0.4395604395604458,2,package_text,3,0,0,True,False,0.0,0.0,True,91.0
488,nutrition_label,290.0,2.5,21.0,22.5,80.0,289.0,1.0,0.3448275862068966,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,290.0
489,nutrition_label,350.0,4.5,24.0,30.0,,354.0,-4.0,-1.1428571428571428,2,nutrition_table,3,1,0,True,False,0.0,0.0,True,350.0
497,nutrition_label,252.6,8.1,19.0,12.3,200.0,252.60000000000002,-2.842170943040401e-14,-1.1251666441173401e-14,2,nutrition_table,3,1,0,True,True,-0.15810276679842122,0.15810276679842122,True,253.0
498,nutrition_label,515.0,5.5,25.0,67.0,45.0,515.0,0.0,0.0,2,nutrition_table,2,0,0,True,False,0.0,0.0,True,515.0
503,nutrition_label,430.0,5.0,22.0,52.0,,426.0,4.0,0.9302325581395349,2,nutrition_table,2,0,0,True,False,0.0,0.0,True,430.0
516,nutrition_label,217.2,12.5,8.8,22.0,120.0,217.2,0.0,0.0,2,nutrition_table,3,0,0,True,False,0.09216589861750628,0.09216589861750628,True,217.0
519,nutrition_label,321.9,10.1,7.0,53.9,,319.0,2.8999999999999773,0.9009009009008939,2,nutrition_table,3,1,0,False,True,-0.031055900621125072,0.031055900621125072,True,322.0
521,label,223.2,19.2,16.0,1.6,150.0,227.20000000000002,-4.000000000000028,-1.7921146953405145,2,package_text,3,0,0,True,False,0.08968609865470342,0.08968609865470342,True,223.0
545,nutrition_label,175.9,7.1,11.9,10.1,210.0,175.9,0.0,0.0,2,nutrition_table,3,0,0,True,True,-0.05681818181817858,0.05681818181817858,True,176.0
547,label,168.7,10.8,6.7,16.3,200.0,168.7,0.0,0.0,2,nutrition_table,3,1,0,True,False,-0.17751479289941502,0.17751479289941502,True,169.0
528,nutrition_label,290.0,3.5,12.0,41.0,,286.0,4.0,1.3793103448275863,2,nutrition_table,3,1,0,False,False,0.0,0.0,True,290.0
536,nutrition_label,138.5,7.1,6.9,24.5,120.0,188.5,-50.0,-36.101083032490976,2,nutrition_table,3,1,0,False,True,-26.525198938992045,26.525198938992045,False,188.5
554,label,95.6,9.3,1.2,11.9,,95.6,0.0,0.0,2,package_text,3,0,0,True,False,-0.41666666666667257,0.41666666666667257,True,96.0
541,nutrition_label,231.6,5.8,6.8,36.8,120.0,231.59999999999997,2.842170943040401e-14,1.2271895263559589e-14,2,nutrition_table,3,0,0,True,False,-0.17241379310345073,0.17241379310345073,True,232.0
542,nutrition_label,376.8,6.4,6.0,74.3,100.0,376.79999999999995,5.684341886080802e-14,1.5085833031000004e-14,2,nutrition_table,3,1,0,False,False,-0.05305039787798107,0.05305039787798107,True,377.0
552,nutrition_label,71.5,3.0,1.5,11.5,,71.5,0.0,0.0,2,nutrition_table,3,0,0,True,False,-0.6944444444444444,0.6944444444444444,True,72.0
553,nutrition_label,117.0,,,,26.0,0.0,117.0,100.0,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,117.0
557,label,324.0,4.0,0.0,77.0,50.0,324.0,0.0,0.0,2,package_text,3,0,0,False,False,0.0,0.0,True,324.0
558,label,242.0,,14.0,22.0,180.0,214.0,28.0,11.570247933884298,2,package_text,3,0,0,True,False,0.0,0.0,True,242.0
563,nutrition_label,74.9,2.8,2.5,10.3,,74.9,0.0,0.0,2,nutrition_table,2,0,0,True,False,-0.13333333333332575,0.13333333333332575,True,75.0
564,nutrition_label,146.2,4.7,2.6,26.0,150.0,146.2,0.0,0.0,2,nutrition_table,3,0,0,True,False,0.13698630136985523,0.13698630136985523,True,146.0
565,nutrition_label,273.0,7.0,8.0,44.0,175.0,276.0,-3.0,-1.098901098901099,2,nutrition_table,3,0,0,False,False,0.0,0.0,True,273.0
566,nutrition_label,307.0,3.8,15.8,37.5,,307.4,-0.39999999999997726,-0.1302931596091131,2,nutrition_table,3,0,0,True,False,0.0,0.0,True,307.0
